Geo Point;Geo Shape;FCsubtype;inspireId;beginLifes;F_CODE;ICC;EXS;FCO;GAW;LLE;NAMN1;NAMN2;NAMA1;NAMA2;NLN1;NLN2;RCO;RGC;RRA;RSD;RSU;TEN;TUC;Shape_Leng
55.86356681904116, -4.002224425009001;"{""coordinates"": [[-4.001014500000196, 55.86328199999983], [-4.00237900000019, 55.86360349999984], [-4.003434500000196, 55.86385099999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b5df6a83-f3a5-4673-87d4-a3e66536a6;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.002485993309999
52.79223523644697, -2.023399953978688;"{""coordinates"": [[-2.029181500000192, 52.791941999999835], [-2.023398500000184, 52.792482499999835], [-2.017614500000207, 52.79203399999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e4bcb544-871c-467d-9378-c719115609;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.011609566239999002
51.36187171415941, 0.626866792668977;"{""coordinates"": [[0.622675999999814, 51.36295299999983], [0.627098999999788, 51.361909499999854], [0.631002999999794, 51.36059899999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ba2bd585-6384-4e35-9af9-7765e293e5;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.00866251276
51.44771380887865, 0.21515426112405903;"{""coordinates"": [[0.21099449999979902, 51.448728499999845], [0.211990499999814, 51.448484499999836], [0.21632849999980402, 51.447422999999844], [0.21930649999978902, 51.44671349999984], [0.219316999999791, 51.44671149999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a2010f76-0e16-474a-91a6-e2d4260906;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00856347805
51.44743874999983, 0.31800199999980805;"{""coordinates"": [[0.318550999999815, 51.44727949999984], [0.31745299999980103, 51.44759799999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:1609088b-3b6b-47b1-90b4-1b867e65c5;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.00114326123
54.80766899204754, -2.774928493637739;"{""coordinates"": [[-2.773500500000182, 54.80881149999985], [-2.774556000000189, 54.80796699999985], [-2.77635650000019, 54.80652649999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d48ac2b3-d5be-4c4c-acf4-e6b548f3cc;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00365758951
53.157092964402835, -1.195683922718906;"{""coordinates"": [[-1.19811100000021, 53.16001349999984], [-1.196409500000186, 53.15797949999983], [-1.193267000000191, 53.15416399999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:0d536d5c-6f27-48f1-8119-e7107ab37c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0075948504
51.43131882794979, -0.9999430591880111;"{""coordinates"": [[-0.9962165000002021, 51.44290999999984], [-0.999389000000207, 51.43601299999983], [-1.002414000000186, 51.419331999999855]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:9b7cbd52-3d4b-4ee8-ba9c-ed57d7e15b;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0245447284
56.15714448898891, -3.1887463392542;"{""coordinates"": [[-3.24778600000019, 56.14530799999983], [-3.238888000000202, 56.14890199999985], [-3.2186145000002, 56.15208599999983], [-3.204523000000194, 56.15669949999983], [-3.196847500000189, 56.15839149999982], [-3.18689550000019, 56.15938599999984], [-3.155239000000194, 56.16148299999983], [-3.1438555000002, 56.16261099999983], [-3.138943000000182, 56.16309699999982], [-3.136149500000185, 56.16326249999983], [-3.128671000000196, 56.16370599999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d0cca61d-68b0-4ec7-a8c6-dd1d04d371;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.12119891896999901
55.846954348206665, -3.514255069967321;"{""coordinates"": [[-3.510504000000196, 55.84974499999984], [-3.511260000000191, 55.84906199999983], [-3.518074000000183, 55.84424849999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ce1ee91f-fa50-4e53-9068-30fe6f3e7f;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.009361519229999001
51.712231034025855, -0.324790512266865;"{""coordinates"": [[-0.324969500000208, 51.70895099999984], [-0.32493750000020305, 51.70993199999984], [-0.32486200000019505, 51.71225849999985], [-0.3248375000002, 51.712923499999846], [-0.32439500000020904, 51.71548899999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:56fd9791-7c32-4d7d-88d3-e81dd531cc;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00657807943
51.460945999999836, -0.9851480000002081;"{""coordinates"": [[-0.9865780000002081, 51.46107849999984], [-0.983718000000209, 51.46081349999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:79996508-54e0-4803-b029-b19fcaee18;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00287225086
50.51729039936243, -3.589276100909656;"{""coordinates"": [[-3.592709000000184, 50.52180149999984], [-3.5883705000001953, 50.51653499999983], [-3.586399000000199, 50.51242449999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a1a76103-c4b9-4458-b705-2ee508e01b;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01138222662
56.118284723562724, -3.78370775586197;"{""coordinates"": [[-3.785816500000209, 56.118753999999825], [-3.783648000000198, 56.11827149999984], [-3.782069500000205, 56.11792], [-3.781599000000198, 56.117815499999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:88ea5982-8381-4201-a106-5be65eb0cf;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0043206584
53.185953101305145, -2.907814919494435;"{""coordinates"": [[-2.899763500000205, 53.190485999999844], [-2.9087825000002, 53.18482099999983], [-2.916366000000209, 53.18251549999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:940e4a4f-7456-4438-b936-44deacb6d9;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01857677725
52.47771810485774, -0.9090884842675331;"{""coordinates"": [[-0.90927400000021, 52.48153049999985], [-0.9093265000001911, 52.47950849999984], [-0.9093850000001851, 52.47712649999983], [-0.9081510000002031, 52.47404049999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6977df36-9d2e-4836-b7aa-6ab668ef1a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.007728974879999
53.69168000813132, -1.51351652470116;"{""coordinates"": [[-1.517500000000211, 53.696834499999845], [-1.514293500000207, 53.692465999999825], [-1.509353000000203, 53.68666799999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2893fdec-1455-4aea-8606-4575df8c82;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.01303642518
53.66916585747842, -1.472178159670128;"{""coordinates"": [[-1.474906000000203, 53.67130449999985], [-1.474095000000204, 53.67055949999982], [-1.472399500000193, 53.669234999999844], [-1.471286000000191, 53.66836549999985], [-1.469239000000186, 53.66734249999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2d3e9787-7233-41a7-927f-67e7314fd8;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00695392302
51.34052629303593, -1.7752971269429572;"{""coordinates"": [[-1.779147500000192, 51.33855749999984], [-1.773419500000187, 51.34151399999985], [-1.7714050000001862, 51.342407999999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:37ca17fb-c030-400b-9d38-2b7c9ecf0d;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00864995841
51.144159193792206, 0.871264163438993;"{""coordinates"": [[0.8769979999997871, 51.14185099999983], [0.875438999999801, 51.142814499999844], [0.8725539999998091, 51.14378499999984], [0.869417, 51.144851499999845], [0.865342999999797, 51.14603049999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:062a6511-7c1d-4ef7-8e7b-8d92d4a8a9;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.0124310731
51.595572207801844, -3.333309993335673;"{""coordinates"": [[-3.340620500000199, 51.597420999999855], [-3.334754000000203, 51.59711449999983], [-3.3304885000002002, 51.595113999999846], [-3.327317500000191, 51.59112149999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:bb8e46b2-5148-44ff-b3ec-e88ba3bc1a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.015684374719999002
51.41666352919056, -0.84901447163884;"{""coordinates"": [[-0.8447810000002111, 51.41121149999984], [-0.8459090000002051, 51.41320149999984], [-0.847542500000202, 51.41622599999985], [-0.8496510000001931, 51.41828249999983], [-0.854704500000196, 51.42052699999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:69f10e8b-cd4b-49e9-957a-b74633306e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.014199745869999001
51.354258749999836, -1.738294750000193;"{""coordinates"": [[-1.739007000000186, 51.35402199999984], [-1.737582500000201, 51.35449549999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:ef1d76bb-5895-4e42-94b3-b969ea2ef2;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0015011337399990002
51.398955033517666, -3.277738368002463;"{""coordinates"": [[-3.259814500000203, 51.402247499999845], [-3.269907500000187, 51.402633999999836], [-3.278880500000184, 51.399969499999855], [-3.290080000000188, 51.39328049999983], [-3.295008500000193, 51.39382999999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2df66b21-5509-48e3-af49-f8e0850eca;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.03746466723
51.152310152536934, 0.279967204577285;"{""coordinates"": [[0.28193349999980905, 51.15455799999984], [0.27991799999981, 51.15225749999985], [0.27953899999980103, 51.15182599999983], [0.278006999999803, 51.15005699999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b8f9cb14-fd25-4d1e-bc83-8b8351de41;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.005972998169999
50.394534895441126, -3.9116414773670583;"{""coordinates"": [[-3.876484000000204, 50.39669899999984], [-3.889931000000189, 50.39204649999985], [-3.895274000000199, 50.39195949999984], [-3.908573500000187, 50.39381049999983], [-3.915269000000194, 50.39585899999983], [-3.9194765000002, 50.395519999999834], [-3.9261200000001963, 50.39280199999985], [-3.929361500000197, 50.39292799999984], [-3.940241500000184, 50.39751399999983], [-3.945740500000198, 50.401046999999835]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:9d07649c-3b1e-4c20-ac4e-bceb99efa2;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.072988609919999
50.32449649999984, -4.88412200000019;"{""coordinates"": [[-4.882875500000182, 50.324797499999846], [-4.885368500000197, 50.324195499999824]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d0d029a4-34c0-40f9-b860-e11def181e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00256465456
51.18530670663506, -1.561804433312811;"{""coordinates"": [[-1.569246000000192, 51.18114299999985], [-1.562432500000199, 51.18454349999985], [-1.554696000000206, 51.190026499999846]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:155157c3-a090-433f-9c72-9730c7f5a0;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01709737434
51.0707350676611, -2.622584760413443;"{""coordinates"": [[-2.62518350000019, 51.07033499999983], [-2.622326000000186, 51.070774999999855], [-2.6222085000001982, 51.07079299999984], [-2.61998600000021, 51.07113499999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e176cd2f-e6af-4b85-ba33-21738b1bcd;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.0052587077
53.76756647065043, -1.572597644982551;"{""coordinates"": [[-1.57597850000019, 53.77190349999984], [-1.572144000000208, 53.76719999999983], [-1.569455500000203, 53.76305549999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d6bb0b02-1d73-4261-841a-3ac45d3d9e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.01100860073
54.479298894449016, -1.020109297000362;"{""coordinates"": [[-0.9811085000002041, 54.48277099999984], [-0.9857580000002031, 54.482001499999825], [-0.9959515000001891, 54.477332999999845], [-1.003232500000195, 54.47627399999985], [-1.012830000000207, 54.476477999999844], [-1.032109500000189, 54.48004449999985], [-1.052401500000201, 54.48175099999983], [-1.059870000000188, 54.48098249999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:6090055f-71ba-4cb2-96b9-c53cae46d4;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0803599022
52.58880592401417, -2.121079948920683;"{""coordinates"": [[-2.12016300000019, 52.58797949999985], [-2.120867000000203, 52.58860449999983], [-2.121598000000205, 52.589252499999844], [-2.121949000000199, 52.58967849999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:cb118773-d18d-4110-a086-b7462231d0;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.002470244169999
52.45662674631199, -1.882808522938542;"{""coordinates"": [[-1.882671500000185, 52.45841549999983], [-1.8829690000002022, 52.45728299999985], [-1.882637000000187, 52.454818999999844]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:b3faff00-c39c-4e04-9a2b-ad44cc58ad;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0036571900599990004
52.40750590127771, 0.30332028062174304;"{""coordinates"": [[0.302193499999788, 52.40715649999984], [0.3033145, 52.40750399999985], [0.304446999999811, 52.40785549999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:55af5213-403f-48c5-a164-7ba0a2b9da;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00235942015
51.19943550092184, -1.538512173714061;"{""coordinates"": [[-1.541510500000186, 51.19787999999985], [-1.5384030000001871, 51.19949549999984], [-1.535511000000184, 51.20098549999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:9120991c-1b4b-4feb-a231-7950007c3e;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.006755611309999
51.08306070337796, -1.848924326463965;"{""coordinates"": [[-1.854785000000191, 51.08477499999984], [-1.852489500000189, 51.083746999999846], [-1.842931000000192, 51.08175599999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:75780ff9-9188-4ba9-bb7b-dba14e6b6f;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.01227883206
53.3344034690198, -2.332286967264463;"{""coordinates"": [[-2.332613500000207, 53.33557349999984], [-2.332140000000209, 53.333984999999835], [-2.332050000000208, 53.33321499999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:1998bb43-dd28-4c4c-863d-0d01c8a1a2;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.002432810749999
51.68677367739237, -0.042326151088893;"{""coordinates"": [[-0.043160000000199004, 51.68563799999984], [-0.042234000000207, 51.68689899999984], [-0.041492500000203006, 51.68790949999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:1f38123d-7349-4a04-a6eb-676f6ac6a4;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;1;45;0.00281784825
55.880949157583395, -4.055499017869375;"{""coordinates"": [[-4.043033000000207, 55.875459499999835], [-4.047812500000191, 55.87856899999983], [-4.055965000000185, 55.881876499999834], [-4.068733000000208, 55.88444849999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:43cd3904-2406-4ca7-99b3-3c922b8a91;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.027524347119999
51.40975587647576, -0.01844052375869;"{""coordinates"": [[-0.034128500000207, 51.41073249999985], [-0.02816100000021, 51.410675499999854], [-0.025676500000202003, 51.41065199999983], [-0.006838000000187001, 51.40867799999984], [-0.0028495000001950003, 51.407800999999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:22e2d884-bb3d-4b4e-851a-1e6d11750c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;2;45;0.031477804469999
51.13017826604838, -3.275137369026304;"{""coordinates"": [[-3.2773950000001832, 51.134138999999834], [-3.274422500000184, 51.12833849999984], [-3.272132000000198, 51.126903499999855]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:07420772-e549-49cd-8000-e9e0a94926;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;West Somerset Railway#Tourist-line;N_A;West Somerset Railway#Tourist-line;N_A;ENG;N_A;N_A;3;4;1;1;2;45;0.00922067787
51.08983899999983, 1.079884499999792;"{""coordinates"": [[1.072453999999794, 51.08988699999983], [1.087314999999791, 51.08979099999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d08c17a7-8081-4c78-9f00-baaff94b95;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;-9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.01486131007
53.76815586811293, -2.3528349621407783;"{""coordinates"": [[-2.353828500000191, 53.767311499999835], [-2.352917500000189, 53.76806699999983], [-2.351858500000191, 53.76901999999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d0b58cce-bedc-46ee-9a2e-ffa18e097c;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00260818414
52.7406359641272, -1.9631759671214841;"{""coordinates"": [[-1.961775500000186, 52.74288449999983], [-1.962936500000211, 52.74132799999984], [-1.964356500000207, 52.73825649999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:8400dd16-1281-4ac4-a3b7-cff72ae4c3;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00532566725
55.9834749262942, -4.578029024705121;"{""coordinates"": [[-4.5770200000002035, 55.98480949999984], [-4.578069000000198, 55.98324849999983], [-4.579214500000205, 55.98229999999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:aca01701-e4ff-4a33-9b0e-fdc0b3c4e6;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;3;1;1;2;45;0.0033679435199990004
51.67379876868321, -4.907883318424432;"{""coordinates"": [[-4.908262000000207, 51.674848499999854], [-4.908152500000199, 51.67433249999985], [-4.9081035000001805, 51.674052999999844], [-4.908042500000191, 51.67381149999983], [-4.907553500000205, 51.67322599999983], [-4.907335500000187, 51.672964999999834], [-4.907256000000189, 51.67286899999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:d92fb793-e5a7-4f05-a261-d224fd1609;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.002287892859999
52.57290999999984, -0.654897250000203;"{""coordinates"": [[-0.6550190000002091, 52.57133799999983], [-0.654775500000198, 52.57448199999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:417656f4-001d-45ae-a422-94f272bd0b;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.003153415329999
52.237794796768675, 1.5077717438237581;"{""coordinates"": [[1.492706499999798, 52.21647699999983], [1.499379499999804, 52.22330399999984], [1.502141499999794, 52.22861849999984], [1.508395499999807, 52.23733749999985], [1.514362999999804, 52.24795349999985], [1.5205024999997931, 52.26072349999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:f43c7d57-0680-427a-86c9-4a06ba9371;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.05261344461
58.067202981615644, -3.765298356168784;"{""coordinates"": [[-3.7637670000002, 58.06722699999984], [-3.766183000000183, 58.06719099999983], [-3.766829500000199, 58.06716999999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:4c257e03-f1b5-4d9b-b8fd-9091c77f17;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00306310917
50.83211353636922, -0.7730031397825541;"{""coordinates"": [[-0.7805925000002111, 50.83216299999984], [-0.7803215000001841, 50.83215049999984], [-0.765413500000193, 50.83207499999983]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e998efb7-95d9-4094-9e5c-37656c9f47;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.015179479309999001
51.267219790918865, -1.10721947655701;"{""coordinates"": [[-1.113902000000195, 51.26656999999983], [-1.108414000000209, 51.26721199999982], [-1.107679500000188, 51.26726799999983], [-1.1074095000001871, 51.26726699999983], [-1.100521000000185, 51.26769099999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:9068e1fe-4bd1-4b30-96ba-fc06c19e1e;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.01343359399
51.62584478606568, -3.236905167093939;"{""coordinates"": [[-3.241480500000193, 51.64088699999985], [-3.245217500000194, 51.63629549999985], [-3.244551500000199, 51.63412849999983], [-3.232921500000202, 51.62371249999984], [-3.230379000000198, 51.620501999999846], [-3.231619500000193, 51.61254549999984], [-3.233588000000196, 51.60945799999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:9ee945c5-59e3-427a-86c1-58ed708260;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.03960916687
51.218497394306645, -0.16808345026118102;"{""coordinates"": [[-0.16962000000020802, 51.22178099999985], [-0.16855750000019, 51.21922199999983], [-0.16636900000020202, 51.215299999999836]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:e8b0ff33-273c-4431-b011-ffb3f31861;2015-10-26T07:00:00+07:00;AN010;GB;28;2;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;1;1;1;1;45;0.0072620921
54.471048028293865, -1.07930530492352;"{""coordinates"": [[-1.076397500000212, 54.47370799999984], [-1.078632000000198, 54.47289249999983], [-1.081375500000206, 54.467446499999845]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:4f5a84ee-0bbf-4695-9240-bd4382a594;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.00847667004
50.75828137861036, -3.051545320740895;"{""coordinates"": [[-3.048735000000192, 50.75829149999984], [-3.051569000000199, 50.75816149999983], [-3.054346000000208, 50.75851249999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:2401424e-5045-4196-8192-d674be3508;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00563607458
53.79488864335161, -1.541767019375187;"{""coordinates"": [[-1.5429025000001961, 53.79473499999983], [-1.541654500000192, 53.79490399999983], [-1.540631500000188, 53.79504199999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:a337e06d-132b-44c7-82aa-d772e3dd4a;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;9;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.00229165668
55.727015769011864, -4.532345076241059;"{""coordinates"": [[-4.5319440000001805, 55.71026199999983], [-4.531077500000208, 55.71554449999985], [-4.531585000000206, 55.72092699999984], [-4.533184000000205, 55.72648749999984], [-4.534573500000192, 55.73264049999983], [-4.532724500000199, 55.73852099999985], [-4.529022500000195, 55.74249549999985]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:3c8a17e2-7cc7-4718-96a3-0fcdce4bef;2015-10-26T07:00:00+07:00;AN010;GB;28;3;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;1;45;0.03444911364
53.33202274999984, -1.917779000000194;"{""coordinates"": [[-1.9178790000001982, 53.33232349999982], [-1.917679000000192, 53.33172199999984]], ""type"": ""LineString""}";1;_EG.EGM.RailrdL:15afb57a-83c1-43f7-9de5-84fabf1594;2015-10-26T07:00:00+07:00;AN010;GB;28;11;144;1;N_A;N_A;N_A;N_A;N_A;N_A;N_A;3;4;1;1;2;45;0.0006338787300000001
